customer_id,anno,stato
1513,2021,Single
1513,2024,Coppia
8792,2021,Single
8792,2024,Famiglia
120,2021,Single
120,2024,Single
7792,2021,Single
7792,2024,Famiglia
6518,2021,Single
6518,2024,Single
34,2021,Single
34,2024,Single
7888,2021,Single
7888,2024,Coppia
6831,2021,Single
6831,2024,Famiglia
5422,2021,Single
5422,2024,Single
1069,2021,Single
1069,2024,Coppia
1348,2021,Single
1348,2024,Famiglia
4748,2021,Single
4748,2024,Single
6006,2021,Single
6006,2024,Single
6040,2021,Single
6040,2024,Single
3818,2021,Single
3818,2024,Famiglia
8447,2021,Single
8447,2024,Single
5270,2021,Single
5270,2024,Coppia
6898,2021,Single
6898,2024,Single
5310,2021,Single
5310,2024,Coppia
32,2021,Single
32,2024,Single
5675,2021,Single
5675,2024,Single
4387,2021,Single
4387,2024,Single
30,2021,Single
30,2024,Coppia
4203,2021,Single
4203,2024,Coppia
7508,2021,Single
7508,2024,Single
736,2021,Single
736,2024,Coppia
2068,2021,Single
2068,2024,Famiglia
107,2021,Single
107,2024,Single
9645,2021,Single
9645,2024,Coppia
8895,2021,Single
8895,2024,Single
8021,2021,Single
8021,2024,Coppia
2233,2021,Single
2233,2024,Single
994,2021,Single
994,2024,Famiglia
9413,2021,Single
9413,2024,Single
7059,2021,Single
7059,2024,Single
6790,2021,Single
6790,2024,Famiglia
361,2021,Single
361,2024,Famiglia
305,2021,Single
305,2024,Famiglia
2628,2021,Single
2628,2024,Famiglia
8966,2021,Single
8966,2024,Single
4514,2021,Single
4514,2024,Single
5911,2021,Single
5911,2024,Coppia
8314,2021,Single
8314,2024,Famiglia
3101,2021,Single
3101,2024,Coppia
5704,2021,Single
5704,2024,Coppia
3899,2021,Single
3899,2024,Single
5441,2021,Single
5441,2024,Famiglia
7931,2021,Single
7931,2024,Famiglia
622,2021,Single
622,2024,Single
7236,2021,Single
7236,2024,Single
2499,2021,Single
2499,2024,Single
714,2021,Single
714,2024,Single
8404,2021,Single
8404,2024,Famiglia
2856,2021,Single
2856,2024,Single
4270,2021,Single
4270,2024,Coppia
2909,2021,Single
2909,2024,Single
8081,2021,Single
8081,2024,Single
4517,2021,Single
4517,2024,Single
1262,2021,Single
1262,2024,Famiglia
3161,2021,Single
3161,2024,Famiglia
971,2021,Single
971,2024,Single
3913,2021,Single
3913,2024,Coppia
5199,2021,Single
5199,2024,Coppia
8847,2021,Single
8847,2024,Famiglia
260,2021,Single
260,2024,Single
3791,2021,Single
3791,2024,Single
9203,2021,Single
9203,2024,Famiglia
488,2021,Single
488,2024,Coppia
7908,2021,Single
7908,2024,Single
519,2021,Single
519,2024,Single
8343,2021,Single
8343,2024,Coppia
312,2021,Single
312,2024,Coppia
3232,2021,Single
3232,2024,Famiglia
7933,2021,Single
7933,2024,Single
7458,2021,Single
7458,2024,Coppia
9784,2021,Single
9784,2024,Coppia
5184,2021,Single
5184,2024,Single
8077,2021,Single
8077,2024,Famiglia
6502,2021,Single
6502,2024,Famiglia
6791,2021,Single
6791,2024,Single
7773,2021,Single
7773,2024,Famiglia
2738,2021,Single
2738,2024,Single
7842,2021,Single
7842,2024,Coppia
6262,2021,Single
6262,2024,Single
8206,2021,Single
8206,2024,Coppia
1248,2021,Single
1248,2024,Single
9336,2021,Single
9336,2024,Single
4195,2021,Single
4195,2024,Famiglia
8001,2021,Single
8001,2024,Famiglia
7378,2021,Single
7378,2024,Famiglia
3435,2021,Single
3435,2024,Coppia
5382,2021,Single
5382,2024,Single
959,2021,Single
959,2024,Single
417,2021,Single
417,2024,Single
5742,2021,Single
5742,2024,Famiglia
6728,2021,Single
6728,2024,Famiglia
4382,2021,Single
4382,2024,Single
5197,2021,Single
5197,2024,Famiglia
1113,2021,Single
1113,2024,Coppia
2689,2021,Single
2689,2024,Coppia
6473,2021,Single
6473,2024,Single
8820,2021,Single
8820,2024,Single
7808,2021,Single
7808,2024,Single
3411,2021,Single
3411,2024,Coppia
81,2021,Single
81,2024,Famiglia
4614,2021,Single
4614,2024,Famiglia
1374,2021,Single
1374,2024,Famiglia
1510,2021,Single
1510,2024,Coppia
6443,2021,Single
6443,2024,Coppia
3071,2021,Single
3071,2024,Single
3016,2021,Single
3016,2024,Single
4823,2021,Single
4823,2024,Coppia
7822,2021,Single
7822,2024,Famiglia
93,2021,Single
93,2024,Coppia
9421,2021,Single
9421,2024,Famiglia
6600,2021,Single
6600,2024,Single
4443,2021,Single
4443,2024,Famiglia
7602,2021,Single
7602,2024,Single
3835,2021,Single
3835,2024,Famiglia
9702,2021,Single
9702,2024,Single
4322,2021,Single
4322,2024,Coppia
3394,2021,Single
3394,2024,Single
4752,2021,Single
4752,2024,Famiglia
7229,2021,Single
7229,2024,Coppia
9191,2021,Single
9191,2024,Famiglia
2361,2021,Single
2361,2024,Single
1148,2021,Single
1148,2024,Single
5666,2021,Single
5666,2024,Coppia
8075,2021,Single
8075,2024,Single
4943,2021,Single
4943,2024,Coppia
3663,2021,Single
3663,2024,Coppia
1563,2021,Single
1563,2024,Single
4113,2021,Single
4113,2024,Single
9050,2021,Single
9050,2024,Coppia
9276,2021,Single
9276,2024,Famiglia
8538,2021,Single
8538,2024,Single
795,2021,Single
795,2024,Single
5854,2021,Single
5854,2024,Coppia
7619,2021,Single
7619,2024,Famiglia
1594,2021,Single
1594,2024,Coppia
7418,2021,Single
7418,2024,Famiglia
5267,2021,Single
5267,2024,Single
7147,2021,Single
7147,2024,Single
89,2021,Single
89,2024,Famiglia
8695,2021,Single
8695,2024,Single
9732,2021,Single
9732,2024,Coppia
9446,2021,Single
9446,2024,Single
6754,2021,Single
6754,2024,Single
3502,2021,Single
3502,2024,Famiglia
2234,2021,Single
2234,2024,Coppia
2803,2021,Single
2803,2024,Single
4424,2021,Single
4424,2024,Single
5663,2021,Single
5663,2024,Single
7170,2021,Single
7170,2024,Famiglia
8337,2021,Single
8337,2024,Single
2148,2021,Single
2148,2024,Famiglia
7969,2021,Single
7969,2024,Famiglia
6551,2021,Single
6551,2024,Coppia
7643,2021,Single
7643,2024,Coppia
6164,2021,Single
6164,2024,Coppia
1495,2021,Single
1495,2024,Coppia
7696,2021,Single
7696,2024,Single
7094,2021,Single
7094,2024,Famiglia
1409,2021,Single
1409,2024,Single
6691,2021,Single
6691,2024,Coppia
3401,2021,Single
3401,2024,Famiglia
109,2021,Single
109,2024,Coppia
5636,2021,Single
5636,2024,Coppia
8482,2021,Single
8482,2024,Famiglia
6604,2021,Single
6604,2024,Single
1091,2021,Single
1091,2024,Coppia
5560,2021,Single
5560,2024,Single
9412,2021,Single
9412,2024,Coppia
8143,2021,Single
8143,2024,Single
8664,2021,Single
8664,2024,Single
6596,2021,Single
6596,2024,Single
624,2021,Single
624,2024,Coppia
6871,2021,Single
6871,2024,Famiglia
4814,2021,Single
4814,2024,Coppia
6553,2021,Single
6553,2024,Single
7530,2021,Single
7530,2024,Coppia
5796,2021,Single
5796,2024,Single
7437,2021,Single
7437,2024,Coppia
4218,2021,Single
4218,2024,Single
5941,2021,Single
5941,2024,Single
8501,2021,Single
8501,2024,Single
6429,2021,Single
6429,2024,Famiglia
6827,2021,Single
6827,2024,Coppia
4131,2021,Single
4131,2024,Single
7802,2021,Single
7802,2024,Famiglia
7754,2021,Single
7754,2024,Coppia
4722,2021,Single
4722,2024,Single
1651,2021,Single
1651,2024,Famiglia
4141,2021,Single
4141,2024,Coppia
1618,2021,Single
1618,2024,Single
2030,2021,Single
2030,2024,Single
8518,2021,Single
8518,2024,Coppia
4576,2021,Single
4576,2024,Single
3993,2021,Single
3993,2024,Coppia
7377,2021,Single
7377,2024,Coppia
6150,2021,Single
6150,2024,Coppia
4909,2021,Single
4909,2024,Coppia
5027,2021,Single
5027,2024,Single
8261,2021,Single
8261,2024,Coppia
4732,2021,Single
4732,2024,Coppia
7549,2021,Single
7549,2024,Single
8135,2021,Single
8135,2024,Single
1607,2021,Single
1607,2024,Single
4774,2021,Single
4774,2024,Single
8110,2021,Single
8110,2024,Coppia
6952,2021,Single
6952,2024,Coppia
6005,2021,Single
6005,2024,Coppia
7729,2021,Single
7729,2024,Coppia
3542,2021,Single
3542,2024,Single
389,2021,Single
389,2024,Famiglia
1795,2021,Single
1795,2024,Coppia
8732,2021,Single
8732,2024,Coppia
4920,2021,Single
4920,2024,Coppia
5538,2021,Single
5538,2024,Coppia
3873,2021,Single
3873,2024,Coppia
8869,2021,Single
8869,2024,Coppia
2255,2021,Single
2255,2024,Coppia
3413,2021,Single
3413,2024,Coppia
5460,2021,Single
5460,2024,Coppia
4956,2021,Single
4956,2024,Single
7397,2021,Single
7397,2024,Famiglia
5415,2021,Single
5415,2024,Coppia
7400,2021,Single
7400,2024,Single
7415,2021,Single
7415,2024,Single
9101,2021,Single
9101,2024,Coppia
4852,2021,Single
4852,2024,Coppia
2026,2021,Single
2026,2024,Famiglia
2616,2021,Single
2616,2024,Coppia
7389,2021,Single
7389,2024,Famiglia
2927,2021,Single
2927,2024,Famiglia
1122,2021,Single
1122,2024,Famiglia
2911,2021,Single
2911,2024,Famiglia
8147,2021,Single
8147,2024,Famiglia
7384,2021,Single
7384,2024,Famiglia
3483,2021,Single
3483,2024,Single
796,2021,Single
796,2024,Famiglia
1576,2021,Single
1576,2024,Single
6177,2021,Single
6177,2024,Coppia
6267,2021,Single
6267,2024,Famiglia
2459,2021,Single
2459,2024,Single
3313,2021,Single
3313,2024,Coppia
1254,2021,Single
1254,2024,Coppia
6835,2021,Single
6835,2024,Single
8795,2021,Single
8795,2024,Single
3838,2021,Single
3838,2024,Famiglia
4399,2021,Single
4399,2024,Famiglia
3596,2021,Single
3596,2024,Famiglia
6622,2021,Single
6622,2024,Coppia
8383,2021,Single
8383,2024,Single
2125,2021,Single
2125,2024,Single
3239,2021,Single
3239,2024,Coppia
5404,2021,Single
5404,2024,Coppia
5999,2021,Single
5999,2024,Single
5939,2021,Single
5939,2024,Single
2046,2021,Single
2046,2024,Famiglia
1579,2021,Single
1579,2024,Single
15,2021,Single
15,2024,Famiglia
2674,2021,Single
2674,2024,Single
7017,2021,Single
7017,2024,Coppia
8721,2021,Single
8721,2024,Single
8850,2021,Single
8850,2024,Single
4813,2021,Single
4813,2024,Famiglia
1085,2021,Single
1085,2024,Famiglia
4984,2021,Single
4984,2024,Coppia
7156,2021,Single
7156,2024,Single
2885,2021,Single
2885,2024,Famiglia
334,2021,Single
334,2024,Famiglia
7205,2021,Single
7205,2024,Single
4368,2021,Single
4368,2024,Coppia
3080,2021,Single
3080,2024,Single
7204,2021,Single
7204,2024,Single
9910,2021,Single
9910,2024,Single
8865,2021,Single
8865,2024,Coppia
264,2021,Single
264,2024,Single
4338,2021,Single
4338,2024,Coppia
8896,2021,Single
8896,2024,Single
8448,2021,Single
8448,2024,Coppia
5904,2021,Single
5904,2024,Coppia
1499,2021,Single
1499,2024,Coppia
4191,2021,Single
4191,2024,Coppia
7486,2021,Single
7486,2024,Single
9644,2021,Single
9644,2024,Coppia
8311,2021,Single
8311,2024,Famiglia
7591,2021,Single
7591,2024,Famiglia
501,2021,Single
501,2024,Coppia
9156,2021,Single
9156,2024,Single
9415,2021,Single
9415,2024,Famiglia
3096,2021,Single
3096,2024,Coppia
4632,2021,Single
4632,2024,Single
368,2021,Single
368,2024,Single
4059,2021,Single
4059,2024,Famiglia
8175,2021,Single
8175,2024,Famiglia
4631,2021,Single
4631,2024,Famiglia
6071,2021,Single
6071,2024,Single
2665,2021,Single
2665,2024,Single
1027,2021,Single
1027,2024,Single
5909,2021,Single
5909,2024,Single
5051,2021,Single
5051,2024,Coppia
6329,2021,Single
6329,2024,Coppia
9734,2021,Single
9734,2024,Single
1692,2021,Single
1692,2024,Single
674,2021,Single
674,2024,Single
5573,2021,Single
5573,2024,Single
5767,2021,Single
5767,2024,Single
5157,2021,Single
5157,2024,Famiglia
734,2021,Single
734,2024,Coppia
3527,2021,Single
3527,2024,Famiglia
569,2021,Single
569,2024,Coppia
9188,2021,Single
9188,2024,Coppia
2923,2021,Single
2923,2024,Coppia
7912,2021,Single
7912,2024,Single
1559,2021,Single
1559,2024,Single
102,2021,Single
102,2024,Coppia
3008,2021,Single
3008,2024,Famiglia
7202,2021,Single
7202,2024,Coppia
304,2021,Single
304,2024,Famiglia
77,2021,Single
77,2024,Famiglia
6755,2021,Single
6755,2024,Single
8630,2021,Single
8630,2024,Coppia
1209,2021,Single
1209,2024,Single
7743,2021,Single
7743,2024,Coppia
8215,2021,Single
8215,2024,Single
8945,2021,Single
8945,2024,Coppia
8414,2021,Single
8414,2024,Coppia
1776,2021,Single
1776,2024,Single
3474,2021,Single
3474,2024,Single
484,2021,Single
484,2024,Single
2190,2021,Single
2190,2024,Coppia
347,2021,Single
347,2024,Coppia
5482,2021,Single
5482,2024,Single
8362,2021,Single
8362,2024,Coppia
1473,2021,Single
1473,2024,Single
5101,2021,Single
5101,2024,Coppia
6766,2021,Single
6766,2024,Famiglia
8707,2021,Single
8707,2024,Single
4930,2021,Single
4930,2024,Single
6330,2021,Single
6330,2024,Famiglia
2610,2021,Single
2610,2024,Famiglia
4,2021,Single
4,2024,Single
2214,2021,Single
2214,2024,Single
4828,2021,Single
4828,2024,Famiglia
857,2021,Single
857,2024,Single
6978,2021,Single
6978,2024,Single
5886,2021,Single
5886,2024,Single
625,2021,Single
625,2024,Single
291,2021,Single
291,2024,Single
2019,2021,Single
2019,2024,Coppia
669,2021,Single
669,2024,Famiglia
8922,2021,Single
8922,2024,Coppia
8265,2021,Single
8265,2024,Single
9697,2021,Single
9697,2024,Single
1632,2021,Single
1632,2024,Coppia
5171,2021,Single
5171,2024,Single
7206,2021,Single
7206,2024,Coppia
2523,2021,Single
2523,2024,Single
2216,2021,Single
2216,2024,Coppia
6969,2021,Single
6969,2024,Single
6497,2021,Single
6497,2024,Coppia
6214,2021,Single
6214,2024,Famiglia
7033,2021,Single
7033,2024,Single
7421,2021,Single
7421,2024,Coppia
1108,2021,Single
1108,2024,Coppia
451,2021,Single
451,2024,Famiglia
6290,2021,Single
6290,2024,Single
9967,2021,Single
9967,2024,Famiglia
136,2021,Single
136,2024,Single
1786,2021,Single
1786,2024,Famiglia
3405,2021,Single
3405,2024,Coppia
2907,2021,Single
2907,2024,Coppia
8305,2021,Single
8305,2024,Single
7493,2021,Single
7493,2024,Famiglia
6101,2021,Single
6101,2024,Single
4505,2021,Single
4505,2024,Coppia
5054,2021,Single
5054,2024,Single
5206,2021,Single
5206,2024,Famiglia
4081,2021,Single
4081,2024,Famiglia
6919,2021,Single
6919,2024,Famiglia
6803,2021,Single
6803,2024,Famiglia
5207,2021,Single
5207,2024,Famiglia
533,2021,Single
533,2024,Single
4831,2021,Single
4831,2024,Coppia
4039,2021,Single
4039,2024,Famiglia
4085,2021,Single
4085,2024,Famiglia
3205,2021,Single
3205,2024,Coppia
7111,2021,Single
7111,2024,Single
331,2021,Single
331,2024,Coppia
4958,2021,Single
4958,2024,Single
3034,2021,Single
3034,2024,Coppia
7685,2021,Single
7685,2024,Famiglia
1598,2021,Single
1598,2024,Famiglia
9920,2021,Single
9920,2024,Coppia
3598,2021,Single
3598,2024,Famiglia
9039,2021,Single
9039,2024,Coppia
8002,2021,Single
8002,2024,Single
591,2021,Single
591,2024,Single
648,2021,Single
648,2024,Famiglia
9103,2021,Single
9103,2024,Famiglia
8016,2021,Single
8016,2024,Famiglia
3772,2021,Single
3772,2024,Single
9040,2021,Single
9040,2024,Coppia
5083,2021,Single
5083,2024,Single
7883,2021,Single
7883,2024,Single
9363,2021,Single
9363,2024,Coppia
4211,2021,Single
4211,2024,Single
8835,2021,Single
8835,2024,Single
8700,2021,Single
8700,2024,Single
1796,2021,Single
1796,2024,Single
2587,2021,Single
2587,2024,Famiglia
8356,2021,Single
8356,2024,Famiglia
2317,2021,Single
2317,2024,Single
4186,2021,Single
4186,2024,Single
8828,2021,Single
8828,2024,Coppia
7073,2021,Single
7073,2024,Single
5235,2021,Single
5235,2024,Single
8744,2021,Single
8744,2024,Coppia
8671,2021,Single
8671,2024,Single
4769,2021,Single
4769,2024,Single
9973,2021,Single
9973,2024,Coppia
7145,2021,Single
7145,2024,Single
2914,2021,Single
2914,2024,Coppia
9872,2021,Single
9872,2024,Single
9894,2021,Single
9894,2024,Famiglia
2076,2021,Single
2076,2024,Single
4303,2021,Single
4303,2024,Coppia
5823,2021,Single
5823,2024,Single
2150,2021,Single
2150,2024,Famiglia
145,2021,Single
145,2024,Famiglia
4964,2021,Single
4964,2024,Single
8160,2021,Single
8160,2024,Single
9031,2021,Single
9031,2024,Famiglia
4776,2021,Single
4776,2024,Famiglia
8934,2021,Single
8934,2024,Coppia
7750,2021,Single
7750,2024,Coppia
9829,2021,Single
9829,2024,Famiglia
9215,2021,Single
9215,2024,Famiglia
6061,2021,Single
6061,2024,Coppia
9476,2021,Single
9476,2024,Single
6410,2021,Single
6410,2024,Single
3318,2021,Single
3318,2024,Single
7465,2021,Single
7465,2024,Famiglia
3062,2021,Single
3062,2024,Coppia
1356,2021,Single
1356,2024,Coppia
4515,2021,Single
4515,2024,Single
5506,2021,Single
5506,2024,Coppia
5251,2021,Single
5251,2024,Single
4512,2021,Single
4512,2024,Single
1731,2021,Single
1731,2024,Single
1759,2021,Single
1759,2024,Famiglia
6651,2021,Single
6651,2024,Single
6647,2021,Single
6647,2024,Famiglia
9861,2021,Single
9861,2024,Single
4140,2021,Single
4140,2024,Single
9394,2021,Single
9394,2024,Famiglia
5124,2021,Single
5124,2024,Famiglia
1,2021,Single
1,2024,Coppia
1865,2021,Single
1865,2024,Single
544,2021,Single
544,2024,Famiglia
350,2021,Single
350,2024,Famiglia
6907,2021,Single
6907,2024,Coppia
9766,2021,Single
9766,2024,Coppia
2524,2021,Single
2524,2024,Single
3465,2021,Single
3465,2024,Coppia
458,2021,Single
458,2024,Coppia
3024,2021,Single
3024,2024,Single
7262,2021,Single
7262,2024,Single
9516,2021,Single
9516,2024,Famiglia
7873,2021,Single
7873,2024,Famiglia
6626,2021,Single
6626,2024,Single
2535,2021,Single
2535,2024,Famiglia
132,2021,Single
132,2024,Coppia
3705,2021,Single
3705,2024,Coppia
1373,2021,Single
1373,2024,Coppia
6201,2021,Single
6201,2024,Famiglia
4857,2021,Single
4857,2024,Famiglia
4713,2021,Single
4713,2024,Famiglia
5545,2021,Single
5545,2024,Coppia
1414,2021,Single
1414,2024,Single
4114,2021,Single
4114,2024,Single
656,2021,Single
656,2024,Coppia
8138,2021,Single
8138,2024,Coppia
4099,2021,Single
4099,2024,Single
593,2021,Single
593,2024,Coppia
8709,2021,Single
8709,2024,Famiglia
3124,2021,Single
3124,2024,Single
3048,2021,Single
3048,2024,Single
3888,2021,Single
3888,2024,Famiglia
5736,2021,Single
5736,2024,Single
2185,2021,Single
2185,2024,Coppia
2146,2021,Single
2146,2024,Single
7048,2021,Single
7048,2024,Coppia
3106,2021,Single
3106,2024,Single
9234,2021,Single
9234,2024,Coppia
9097,2021,Single
9097,2024,Coppia
2770,2021,Single
2770,2024,Coppia
5222,2021,Single
5222,2024,Famiglia
5834,2021,Single
5834,2024,Coppia
1733,2021,Single
1733,2024,Famiglia
266,2021,Single
266,2024,Coppia
5145,2021,Single
5145,2024,Famiglia
8268,2021,Single
8268,2024,Single
3938,2021,Single
3938,2024,Coppia
762,2021,Single
762,2024,Single
7221,2021,Single
7221,2024,Single
8440,2021,Single
8440,2024,Single
3258,2021,Single
3258,2024,Single
4339,2021,Single
4339,2024,Single
4363,2021,Single
4363,2024,Single
317,2021,Single
317,2024,Famiglia
8070,2021,Single
8070,2024,Coppia
1852,2021,Single
1852,2024,Single
2485,2021,Single
2485,2024,Single
9874,2021,Single
9874,2024,Single
9575,2021,Single
9575,2024,Coppia
1079,2021,Single
1079,2024,Coppia
8359,2021,Single
8359,2024,Famiglia
7334,2021,Single
7334,2024,Single
1072,2021,Single
1072,2024,Famiglia
104,2021,Single
104,2024,Famiglia
5749,2021,Single
5749,2024,Single
1419,2021,Single
1419,2024,Single
1659,2021,Single
1659,2024,Coppia
5285,2021,Single
5285,2024,Famiglia
1150,2021,Single
1150,2024,Single
7151,2021,Single
7151,2024,Coppia
1569,2021,Single
1569,2024,Famiglia
1088,2021,Single
1088,2024,Single
6086,2021,Single
6086,2024,Famiglia
8675,2021,Single
8675,2024,Coppia
8342,2021,Single
8342,2024,Coppia
7812,2021,Single
7812,2024,Single
6085,2021,Single
6085,2024,Famiglia
8774,2021,Single
8774,2024,Famiglia
8758,2021,Single
8758,2024,Single
1693,2021,Single
1693,2024,Coppia
4735,2021,Single
4735,2024,Famiglia
3388,2021,Single
3388,2024,Coppia
3647,2021,Single
3647,2024,Coppia
1684,2021,Single
1684,2024,Single
9,2021,Single
9,2024,Famiglia
6063,2021,Single
6063,2024,Single
6517,2021,Single
6517,2024,Single
4124,2021,Single
4124,2024,Single
8730,2021,Single
8730,2024,Coppia
6046,2021,Single
6046,2024,Single
568,2021,Single
568,2024,Famiglia
9162,2021,Single
9162,2024,Coppia
1804,2021,Single
1804,2024,Single
8502,2021,Single
8502,2024,Famiglia
4901,2021,Single
4901,2024,Single
1600,2021,Single
1600,2024,Coppia
7932,2021,Single
7932,2024,Coppia
9548,2021,Single
9548,2024,Famiglia
2824,2021,Single
2824,2024,Single
5468,2021,Single
5468,2024,Single
3530,2021,Single
3530,2024,Coppia
8684,2021,Single
8684,2024,Single
1156,2021,Single
1156,2024,Coppia
6548,2021,Single
6548,2024,Single
9089,2021,Single
9089,2024,Single
7621,2021,Single
7621,2024,Single
8297,2021,Single
8297,2024,Coppia
4541,2021,Single
4541,2024,Single
9135,2021,Single
9135,2024,Famiglia
6483,2021,Single
6483,2024,Famiglia
5827,2021,Single
5827,2024,Single
1191,2021,Single
1191,2024,Single
7445,2021,Single
7445,2024,Single
8521,2021,Single
8521,2024,Coppia
961,2021,Single
961,2024,Famiglia
7455,2021,Single
7455,2024,Coppia
37,2021,Single
37,2024,Famiglia
7517,2021,Single
7517,2024,Famiglia
7645,2021,Single
7645,2024,Coppia
4439,2021,Single
4439,2024,Single
6162,2021,Single
6162,2024,Single
7745,2021,Single
7745,2024,Single
9588,2021,Single
9588,2024,Coppia
8120,2021,Single
8120,2024,Coppia
6968,2021,Single
6968,2024,Single
5719,2021,Single
5719,2024,Single
578,2021,Single
578,2024,Single
9834,2021,Single
9834,2024,Coppia
4103,2021,Single
4103,2024,Coppia
7647,2021,Single
7647,2024,Famiglia
4152,2021,Single
4152,2024,Single
3131,2021,Single
3131,2024,Single
