anno_mese,customer_id,cod_operazione,numero_operazioni
2026-02,18,PCC,2
2026-02,18,PCD,3
2026-02,18,PAP,1
2026-03,18,PRE,2
2026-03,18,BON,1
2026-03,18,PCC,6
2026-03,18,PCD,2
2026-03,18,VER,2
2026-04,18,PRE,2
2026-04,18,BON,2
2026-04,18,PCC,3
2026-04,18,PCD,2
2026-04,18,PAP,1
2026-01,19,PRE,4
2026-01,19,BON,2
2026-01,19,PCD,7
2026-01,19,PAP,1
2026-01,19,VER,2
2026-02,19,PCD,10
2026-02,19,PAP,1
2026-02,19,VER,2
2026-03,19,PRE,1
2026-03,19,PCD,10
2026-03,19,PAP,1
2026-04,19,PRE,2
2026-04,19,BON,2
2026-04,19,PCD,5
2026-04,19,PAP,1
2026-04,19,VER,1
2026-01,20,BON,2
2026-01,20,PCD,8
2026-01,20,PAP,2
2026-01,20,VER,2
2026-02,20,PCD,8
2026-02,20,PAP,2
2026-02,20,VER,1
2026-03,20,BON,2
2026-03,20,PCD,3
2026-03,20,PAP,1
2026-04,20,BON,1
2026-04,20,PCD,4
2026-04,20,PAP,2
2026-01,21,PRE,2
2026-01,21,BON,2
2026-01,21,PCC,6
2026-01,21,PCD,3
2026-01,21,VER,2
2026-02,21,BON,2
2026-02,21,PCC,7
2026-02,21,PCD,8
2026-02,21,PAP,2
2026-03,21,PRE,1
2026-03,21,PCC,8
2026-03,21,PCD,9
2026-03,21,PAP,1
2026-03,21,VER,2
2026-04,21,PRE,1
2026-04,21,BON,1
2026-04,21,PCC,6
2026-04,21,PCD,8
2026-04,21,PAP,1
2026-04,21,VER,2
2026-01,22,PRE,4
2026-01,22,PCD,6
2026-01,22,PAP,1
2026-02,22,PRE,4
2026-02,22,BON,2
2026-02,22,PCD,5
2026-02,22,PAP,1
2026-02,22,VER,1
2026-03,22,PRE,3
2026-03,22,BON,1
2026-03,22,PCD,1
2026-03,22,PAP,1
2026-03,22,VER,1
2026-04,22,PRE,4
2026-04,22,BON,2
2026-04,22,PCD,5
2026-04,22,VER,1
2026-01,23,PRE,2
2026-01,23,PCC,10
2026-01,23,PCD,5
2026-01,23,PAP,1
2026-01,23,VER,1
2026-02,23,BON,1
2026-02,23,PCC,7
2026-02,23,PAP,2
2026-02,23,VER,1
2026-03,23,PRE,2
2026-03,23,BON,1
2026-03,23,PCC,7
2026-03,23,PCD,2
2026-03,23,PAP,2
2026-03,23,VER,1
2026-04,23,PRE,1
2026-04,23,BON,1
2026-04,23,PCC,10
2026-04,23,PCD,3
2026-04,23,PAP,1
2026-04,23,VER,2
2026-01,24,PRE,1
2026-01,24,BON,2
2026-01,24,PCD,8
2026-01,24,VER,1
2026-02,24,PRE,1
2026-02,24,BON,1
2026-02,24,PCD,6
2026-02,24,PAP,1
2026-02,24,VER,1
2026-03,24,PRE,2
2026-03,24,PCD,4
2026-03,24,PAP,1
2026-03,24,VER,1
2026-04,24,PRE,1
2026-04,24,PCD,6
2026-04,24,PAP,1
2026-04,24,VER,1
2026-01,25,PRE,1
2026-01,25,BON,1
2026-01,25,PCC,2
2026-01,25,PCD,8
2026-01,25,PAP,1
2026-01,25,VER,2
2026-02,25,PRE,2
2026-02,25,BON,1
2026-02,25,PCC,4
2026-02,25,PCD,8
2026-02,25,VER,2
2026-03,25,PRE,3
2026-03,25,BON,1
2026-03,25,PCD,3
2026-03,25,PAP,1
2026-03,25,VER,1
2026-04,25,PRE,3
2026-04,25,BON,2
2026-04,25,PCC,3
2026-04,25,PCD,4
2026-04,25,VER,2
2026-01,26,PRE,1
2026-01,26,BON,1
2026-01,26,PCC,3
2026-01,26,PCD,8
2026-02,26,PRE,3
2026-02,26,PCC,6
2026-02,26,PCD,3
2026-02,26,VER,1
2026-03,26,PRE,3
2026-03,26,BON,1
2026-03,26,PCC,5
2026-03,26,PCD,3
2026-03,26,PAP,1
2026-03,26,VER,1
2026-04,26,PRE,3
2026-04,26,BON,2
2026-04,26,PCC,7
2026-04,26,PCD,7
2026-01,27,PRE,2
2026-01,27,BON,1
2026-01,27,PCC,6
2026-01,27,PCD,6
2026-01,27,PAP,2
2026-01,27,VER,2
2026-02,27,PRE,2
2026-02,27,BON,2
2026-02,27,PCC,7
2026-02,27,PCD,2
2026-02,27,PAP,1
2026-03,27,PRE,3
2026-03,27,BON,1
2026-03,27,PCC,5
2026-03,27,PCD,8
2026-03,27,PAP,1
2026-03,27,VER,2
2026-04,27,PRE,4
2026-04,27,BON,1
2026-04,27,PCC,4
2026-04,27,PCD,4
2026-04,27,VER,1
2026-01,28,BON,1
2026-01,28,PCD,6
2026-01,28,PAP,2
2026-02,28,BON,2
2026-02,28,PCD,3
2026-02,28,PAP,2
2026-02,28,VER,1
2026-03,28,PCD,7
2026-03,28,PAP,1
2026-03,28,VER,2
2026-04,28,PRE,1
2026-04,28,BON,1
2026-04,28,PCD,2
2026-04,28,PAP,2
2026-04,28,VER,1
2026-01,29,PRE,4
2026-01,29,BON,2
2026-01,29,PCD,2
2026-01,29,VER,1
2026-02,29,PRE,4
2026-02,29,BON,2
2026-02,29,PCC,1
2026-02,29,PCD,8
2026-02,29,VER,1
2026-03,29,PRE,3
2026-03,29,PCC,3
2026-03,29,PCD,7
2026-03,29,PAP,1
2026-04,29,PRE,4
2026-04,29,BON,2
2026-04,29,PCD,2
2026-01,30,PRE,4
2026-01,30,PCD,3
2026-01,30,PAP,1
2026-01,30,VER,2
2026-02,30,PRE,2
2026-02,30,BON,2
2026-02,30,PCD,8
2026-02,30,PAP,2
2026-02,30,VER,1
2026-03,30,PRE,2
2026-03,30,PCD,2
2026-03,30,VER,1
2026-04,30,PRE,1
2026-04,30,BON,1
2026-04,30,PCD,9
2026-04,30,PAP,1
2026-04,30,VER,2
2026-01,31,PRE,2
2026-01,31,BON,2
2026-01,31,PCD,4
2026-01,31,VER,2
2026-02,31,PRE,1
2026-02,31,PCD,9
2026-02,31,PAP,2
2026-02,31,VER,2
2026-03,31,PCD,4
2026-03,31,PAP,1
2026-04,31,PRE,3
2026-04,31,PCD,5
2026-04,31,PAP,2
2026-04,31,VER,1
2026-01,32,PRE,1
2026-01,32,BON,2
2026-01,32,PCC,9
2026-01,32,PCD,6
2026-01,32,PAP,2
2026-02,32,BON,2
2026-02,32,PCC,9
2026-02,32,PCD,6
2026-02,32,PAP,1
2026-02,32,VER,2
2026-03,32,BON,1
2026-03,32,PCC,10
2026-03,32,PCD,3
2026-03,32,PAP,1
2026-03,32,VER,1
2026-04,32,PRE,2
2026-04,32,BON,1
2026-04,32,PCC,10
2026-04,32,PCD,5
2026-04,32,PAP,2
2026-04,32,VER,2
2026-01,33,PRE,4
2026-01,33,BON,1
2026-01,33,VER,2
2026-02,33,PRE,4
2026-02,33,PCD,4
2026-02,33,VER,2
2026-03,33,PRE,1
2026-03,33,PCD,5
2026-03,33,VER,1
2026-04,33,PRE,4
2026-04,33,PCD,1
2026-04,33,PAP,1
2026-04,33,VER,1
2026-01,34,PRE,1
2026-01,34,BON,1
2026-01,34,PCD,3
2026-01,34,PAP,1
2026-01,34,VER,2
2026-02,34,BON,2
2026-02,34,PAP,2
2026-02,34,VER,2
2026-03,34,PCD,6
2026-03,34,PAP,1
2026-04,34,PRE,1
2026-04,34,BON,1
2026-04,34,PCD,5
2026-01,35,PRE,4
2026-01,35,BON,1
2026-01,35,PCC,2
2026-01,35,PCD,7
2026-01,35,PAP,2
2026-01,35,VER,1
2026-02,35,PRE,4
2026-02,35,BON,2
2026-02,35,PCC,2
2026-02,35,PCD,7
2026-02,35,VER,1
2026-03,35,PRE,3
2026-03,35,PCC,3
2026-03,35,PCD,2
2026-03,35,VER,1
2026-04,35,PRE,4
2026-04,35,PCD,5
2026-01,36,PRE,4
2026-01,36,BON,2
2026-01,36,PCD,6
2026-01,36,VER,2
2026-02,36,PRE,2
2026-02,36,BON,2
2026-02,36,PCD,3
2026-02,36,VER,2
2026-03,36,PRE,4
2026-03,36,BON,2
2026-03,36,PCD,8
2026-03,36,PAP,1
2026-03,36,VER,2
2026-04,36,PRE,1
2026-04,36,PCD,7
2026-01,37,PRE,1
2026-01,37,BON,1
2026-01,37,PCD,8
2026-01,37,PAP,1
2026-01,37,VER,2
2026-02,37,PRE,1
2026-02,37,BON,2
2026-02,37,PCD,10
2026-02,37,PAP,1
2026-02,37,VER,2
2026-03,37,PRE,4
2026-03,37,PCD,9
2026-03,37,PAP,2
2026-04,37,PRE,2
2026-04,37,BON,2
2026-04,37,PCD,8
2026-04,37,PAP,1
2026-01,38,PRE,3
2026-01,38,BON,2
2026-01,38,PCD,4
2026-01,38,VER,1
2026-02,38,PRE,3
2026-02,38,BON,2
2026-02,38,PCD,8
2026-02,38,PAP,2
2026-03,38,PRE,2
2026-03,38,BON,2
2026-03,38,PCD,9
2026-03,38,VER,1
2026-04,38,PRE,4
2026-04,38,BON,1
2026-04,38,PCD,6
2026-04,38,PAP,1
2026-01,39,BON,2
2026-01,39,PCD,8
2026-01,39,VER,2
2026-02,39,PRE,2
2026-02,39,PCD,4
2026-02,39,PAP,1
2026-02,39,VER,2
2026-03,39,PRE,3
2026-03,39,PCD,7
2026-03,39,PAP,1
2026-03,39,VER,1
2026-04,39,PRE,4
2026-04,39,BON,1
2026-04,39,PCD,7
2026-04,39,VER,2
2026-01,40,PRE,4
2026-01,40,BON,2
2026-01,40,PCD,4
2026-01,40,PAP,1
2026-01,40,VER,2
2026-02,40,PRE,4
2026-02,40,BON,1
2026-02,40,PCD,4
2026-02,40,VER,2
2026-03,40,PRE,4
2026-03,40,PCD,6
2026-03,40,PAP,1
2026-03,40,VER,1
2026-04,40,PRE,2
2026-04,40,BON,1
2026-04,40,PCD,5
2026-01,41,PRE,2
2026-01,41,BON,2
2026-01,41,PCC,8
2026-01,41,PCD,4
2026-01,41,PAP,1
2026-01,41,VER,1
2026-02,41,PRE,4
2026-02,41,PCC,8
2026-02,41,PCD,4
2026-02,41,VER,2
2026-03,41,BON,2
2026-03,41,PCC,2
2026-03,41,PCD,3
2026-03,41,VER,2
2026-04,41,BON,2
2026-04,41,PCC,5
2026-04,41,PCD,10
2026-01,42,PCD,6
2026-01,42,PAP,1
2026-02,42,PRE,2
2026-02,42,BON,2
2026-02,42,PCC,6
2026-02,42,PCD,5
2026-02,42,VER,1
2026-03,42,PRE,3
2026-03,42,BON,2
2026-03,42,PCC,7
2026-03,42,PCD,8
2026-03,42,PAP,2
2026-03,42,VER,2
2026-04,42,PRE,1
2026-04,42,PCC,5
2026-04,42,PCD,5
2026-04,42,PAP,1
2026-04,42,VER,1
2026-01,43,PRE,3
2026-01,43,PCD,3
2026-01,43,VER,1
2026-02,43,PRE,4
2026-02,43,BON,2
2026-02,43,PCD,1
2026-03,43,PRE,2
2026-03,43,BON,1
2026-03,43,PCD,1
2026-03,43,VER,2
2026-04,43,PRE,4
2026-04,43,PCD,2
2026-01,44,PRE,1
2026-01,44,BON,2
2026-01,44,PCC,6
2026-01,44,PCD,8
2026-01,44,PAP,1
2026-01,44,VER,1
2026-02,44,PRE,2
2026-02,44,BON,1
2026-02,44,PCC,6
2026-02,44,PCD,6
2026-02,44,PAP,2
2026-03,44,PRE,2
2026-03,44,BON,2
2026-03,44,PCC,7
2026-03,44,PCD,2
2026-03,44,PAP,1
2026-03,44,VER,2
2026-04,44,PCC,10
2026-04,44,PCD,5
2026-04,44,PAP,1
2026-04,44,VER,2
2026-01,45,PRE,1
2026-01,45,PCD,6
2026-01,45,PAP,2
2026-01,45,VER,2
2026-02,45,PRE,1
2026-02,45,BON,2
2026-02,45,PCD,6
2026-02,45,PAP,1
2026-02,45,VER,2
2026-03,45,BON,1
2026-03,45,PCD,3
2026-03,45,PAP,2
2026-03,45,VER,1
2026-04,45,PRE,1
2026-04,45,BON,2
2026-04,45,PCD,8
2026-04,45,PAP,2
2026-01,46,PRE,3
2026-01,46,BON,2
2026-02,46,PRE,4
2026-02,46,BON,2
2026-02,46,PCD,1
2026-02,46,VER,1
2026-03,46,PRE,4
2026-03,46,PCD,3
2026-03,46,VER,1
2026-04,46,PRE,4
2026-04,46,BON,2
2026-04,46,PCD,3
2026-04,46,VER,1
2026-01,47,PRE,3
2026-01,47,BON,1
2026-01,47,PCC,1
2026-01,47,PCD,6
2026-01,47,VER,1
2026-02,47,PRE,3
2026-02,47,BON,1
2026-02,47,VER,1
2026-03,47,PRE,3
2026-03,47,PCC,3
2026-03,47,PCD,5
2026-03,47,PAP,1
2026-04,47,PRE,4
2026-04,47,BON,2
2026-04,47,PCC,5
2026-04,47,PCD,10
2026-01,48,PRE,4
2026-01,48,PCD,3
2026-01,48,PAP,1
2026-02,48,PRE,2
2026-02,48,BON,2
2026-02,48,PCD,5
2026-02,48,PAP,1
2026-03,48,PRE,2
2026-03,48,BON,2
2026-03,48,PCD,5
2026-03,48,VER,1
2026-04,48,PRE,3
2026-04,48,BON,1
2026-04,48,PCD,8
2026-01,49,PRE,3
2026-01,49,BON,2
2026-01,49,PCD,2
2026-01,49,VER,1
2026-02,49,PRE,3
2026-02,49,BON,2
2026-02,49,VER,1
2026-03,49,PRE,3
2026-03,49,BON,2
2026-03,49,VER,2
2026-04,49,PRE,4
2026-04,49,BON,2
2026-04,49,PCD,1
2026-04,49,PAP,1
2026-04,49,VER,1
2026-01,50,PRE,3
2026-01,50,BON,2
2026-01,50,PCD,8
2026-01,50,PAP,2
2026-01,50,VER,2
2026-02,50,PRE,1
2026-02,50,BON,1
2026-02,50,PCD,6
2026-02,50,VER,2
2026-03,50,PRE,1
2026-03,50,BON,1
2026-03,50,PCD,4
2026-04,50,PRE,2
2026-04,50,BON,1
2026-04,50,PCD,2
2026-04,50,VER,1
2026-01,51,PRE,4
2026-01,51,BON,2
2026-01,51,PCD,1
2026-01,51,VER,2
2026-02,51,PRE,2
2026-02,51,PCD,6
2026-02,51,PAP,1
2026-02,51,VER,1
2026-03,51,PRE,2
2026-03,51,PCD,2
2026-04,51,PRE,3
2026-04,51,BON,2
2026-04,51,PCD,5
2026-04,51,PAP,1
2026-01,52,PRE,2
2026-01,52,BON,1
2026-01,52,PCD,7
2026-01,52,VER,2
2026-02,52,PRE,1
2026-02,52,PCD,3
2026-02,52,PAP,1
2026-03,52,PRE,4
2026-03,52,BON,1
2026-03,52,PCD,6
2026-03,52,VER,1
2026-04,52,PRE,2
2026-04,52,PCD,2
2026-01,53,PRE,4
2026-01,53,BON,1
2026-01,53,PCD,1
2026-02,53,PRE,4
2026-02,53,BON,1
2026-02,53,PCD,4
2026-02,53,PAP,1
2026-03,53,PRE,4
2026-03,53,BON,1
2026-03,53,PCD,2
2026-04,53,PRE,2
2026-04,53,BON,2
2026-04,53,PAP,1
2026-01,54,PRE,3
2026-01,54,BON,1
2026-01,54,PCD,5
2026-02,54,PRE,4
2026-02,54,BON,1
2026-02,54,PCD,6
2026-02,54,PAP,1
2026-02,54,VER,1
2026-03,54,PRE,3
2026-03,54,BON,1
2026-03,54,PCD,2
2026-03,54,PAP,1
2026-04,54,PRE,4
2026-04,54,PCD,1
2026-04,54,VER,1
2026-01,55,PRE,1
2026-01,55,PCD,1
2026-01,55,PAP,2
2026-02,55,BON,1
2026-02,55,PCD,4
2026-02,55,PAP,2
2026-02,55,VER,2
2026-03,55,BON,2
2026-03,55,PCD,6
2026-03,55,PAP,2
2026-03,55,VER,2
2026-04,55,BON,2
2026-04,55,PAP,2
2026-04,55,VER,1
2026-01,56,PRE,4
2026-01,56,BON,2
2026-01,56,PCD,8
2026-01,56,VER,1
2026-02,56,PRE,3
2026-02,56,PCD,6
2026-02,56,VER,2
2026-03,56,PRE,1
2026-03,56,BON,2
2026-03,56,PCD,8
2026-03,56,PAP,1
2026-04,56,PRE,3
2026-04,56,BON,2
2026-04,56,PCD,7
2026-04,56,PAP,2
2026-04,56,VER,2
2026-01,57,PRE,2
2026-01,57,BON,2
2026-01,57,PCD,7
2026-01,57,VER,2
2026-02,57,PRE,2
2026-02,57,BON,2
2026-02,57,PCC,6
2026-02,57,PCD,1
2026-02,57,PAP,1
2026-03,57,PRE,4
2026-03,57,BON,1
2026-03,57,PCC,2
2026-03,57,PCD,4
2026-03,57,VER,1
2026-04,57,PRE,2
2026-04,57,BON,1
2026-04,57,PCC,1
2026-04,57,PCD,2
2026-04,57,PAP,1
2026-04,57,VER,1
2026-01,58,PRE,1
2026-01,58,BON,1
2026-01,58,PCC,8
2026-01,58,PAP,2
2026-01,58,VER,2
2026-02,58,PCC,10
2026-02,58,PCD,5
2026-02,58,PAP,2
2026-02,58,VER,1
2026-03,58,BON,2
2026-03,58,PCC,10
2026-03,58,PCD,4
2026-03,58,PAP,2
2026-04,58,PRE,1
2026-04,58,BON,2
2026-04,58,PCC,9
2026-04,58,PAP,2
2026-04,58,VER,2
2026-01,59,PRE,1
2026-01,59,BON,2
2026-01,59,PCD,5
2026-02,59,PRE,1
2026-02,59,BON,1
2026-02,59,PCD,9
2026-02,59,PAP,2
2026-03,59,PRE,4
2026-03,59,PCD,10
2026-03,59,PAP,1
2026-03,59,VER,2
2026-04,59,PRE,1
2026-04,59,BON,2
2026-04,59,PCD,5
2026-04,59,PAP,1
2026-04,59,VER,1
2026-01,60,PRE,2
2026-01,60,PCD,3
2026-01,60,PAP,2
2026-01,60,VER,1
2026-02,60,BON,1
2026-02,60,PAP,1
2026-02,60,VER,1
2026-03,60,PRE,1
2026-03,60,BON,1
2026-03,60,PCD,5
2026-03,60,PAP,2
2026-03,60,VER,2
2026-04,60,PRE,2
2026-04,60,PCD,1
2026-04,60,PAP,1
2026-01,61,PRE,1
2026-01,61,BON,1
2026-01,61,PCD,8
2026-02,61,PRE,3
2026-02,61,BON,1
2026-02,61,PCD,7
2026-03,61,PRE,2
2026-03,61,BON,2
2026-03,61,PCD,8
2026-04,61,PRE,3
2026-04,61,BON,1
2026-04,61,PCD,10
2026-04,61,PAP,2
2026-04,61,VER,1
2026-01,62,PRE,2
2026-01,62,BON,1
2026-01,62,PCC,7
2026-01,62,PCD,4
2026-01,62,PAP,2
2026-02,62,PRE,1
2026-02,62,BON,2
2026-02,62,PCC,6
2026-02,62,PCD,5
2026-02,62,PAP,1
2026-03,62,PRE,2
2026-03,62,BON,1
2026-03,62,PCC,9
2026-03,62,PCD,5
2026-03,62,PAP,1
2026-03,62,VER,2
2026-04,62,PRE,2
2026-04,62,BON,2
2026-04,62,PCC,8
2026-04,62,PCD,3
2026-04,62,PAP,2
2026-01,63,PRE,1
2026-01,63,BON,1
2026-01,63,PCC,10
2026-01,63,PCD,2
2026-01,63,PAP,1
2026-01,63,VER,2
2026-02,63,PCC,7
2026-02,63,PCD,4
2026-02,63,VER,1
2026-03,63,PRE,2
2026-03,63,PCC,10
2026-03,63,PCD,2
2026-03,63,PAP,1
2026-03,63,VER,2
2026-04,63,PRE,2
2026-04,63,PCC,10
2026-04,63,PCD,3
2026-04,63,PAP,1
2026-01,64,PRE,2
2026-01,64,BON,1
2026-01,64,PCD,7
2026-01,64,VER,2
2026-02,64,PRE,3
2026-02,64,PCD,8
2026-02,64,PAP,1
2026-02,64,VER,2
2026-03,64,PRE,2
2026-03,64,BON,1
2026-03,64,PCD,7
2026-03,64,PAP,1
2026-03,64,VER,2
2026-04,64,PRE,2
2026-04,64,PCD,10
2026-04,64,PAP,1
2026-04,64,VER,1
2026-01,65,PRE,4
2026-01,65,PCD,4
2026-01,65,VER,1
2026-02,65,PRE,3
2026-02,65,PCD,8
2026-03,65,PRE,3
2026-03,65,BON,1
2026-03,65,PCD,10
2026-03,65,VER,2
2026-04,65,PRE,2
2026-04,65,PCD,8
2026-04,65,VER,2
2026-01,66,PRE,1
2026-01,66,BON,1
2026-01,66,PCC,2
2026-01,66,PCD,6
2026-01,66,PAP,1
2026-01,66,VER,2
2026-02,66,PRE,1
2026-02,66,BON,2
2026-02,66,PCC,9
2026-02,66,PCD,10
2026-02,66,PAP,1
2026-02,66,VER,2
2026-03,66,PCC,9
2026-03,66,PCD,3
2026-04,66,PCC,10
2026-04,66,PCD,6
2026-04,66,PAP,1
2026-01,67,PRE,4
2026-01,67,PCD,1
2026-01,67,VER,1
2026-02,67,PRE,1
2026-02,67,PCD,3
2026-02,67,PAP,1
2026-03,67,PRE,2
2026-03,67,PCD,2
2026-04,67,PRE,3
2026-04,67,PCD,3
2026-04,67,VER,1
2026-01,68,PRE,4
2026-01,68,BON,2
2026-01,68,PCD,9
2026-01,68,PAP,1
2026-01,68,VER,2
2026-02,68,PRE,4
