customer_id,prodotto
152,Carta Debito
152,Assicurazione Vita
153,Conto Corrente
153,Carta Debito
154,Conto Corrente
154,Carta Debito
154,Carta Credito
154,Investimenti
154,Assicurazione Vita
155,Conto Corrente
155,Carta Debito
156,Conto Corrente
156,Carta Debito
157,Conto Corrente
157,Carta Debito
158,Conto Corrente
158,Carta Debito
158,Investimenti
159,Conto Corrente
159,Carta Debito
159,Carta Credito
160,Conto Corrente
160,Carta Debito
161,Conto Corrente
161,Carta Debito
162,Conto Corrente
162,Carta Debito
162,Carta Credito
162,Investimenti
162,Assicurazione Vita
163,Conto Corrente
163,Carta Debito
164,Conto Corrente
164,Carta Debito
164,Carta Credito
164,Investimenti
165,Conto Corrente
165,Carta Debito
165,Carta Credito
165,Investimenti
166,Conto Corrente
166,Carta Debito
166,Investimenti
167,Conto Corrente
167,Carta Debito
167,Investimenti
168,Conto Corrente
168,Carta Debito
168,Investimenti
169,Conto Corrente
169,Carta Debito
169,Carta Credito
170,Conto Corrente
170,Carta Debito
170,Investimenti
171,Conto Corrente
171,Carta Debito
171,Investimenti
172,Conto Corrente
172,Carta Debito
172,Carta Credito
173,Conto Corrente
173,Carta Debito
174,Conto Corrente
174,Carta Debito
174,Carta Credito
174,Mutuo
174,Investimenti
174,Assicurazione Casa
175,Conto Corrente
175,Carta Debito
175,Carta Credito
176,Conto Corrente
176,Carta Debito
176,Carta Credito
176,Investimenti
177,Conto Corrente
177,Carta Debito
177,Carta Credito
178,Conto Corrente
178,Carta Debito
179,Conto Corrente
179,Carta Debito
180,Conto Corrente
180,Carta Debito
181,Conto Corrente
181,Carta Debito
181,Carta Credito
182,Conto Corrente
182,Carta Debito
183,Conto Corrente
183,Carta Debito
184,Conto Corrente
184,Carta Debito
184,Investimenti
185,Conto Corrente
185,Carta Debito
186,Conto Corrente
186,Carta Debito
187,Conto Corrente
187,Carta Debito
187,Carta Credito
187,Investimenti
188,Conto Corrente
188,Carta Debito
189,Conto Corrente
189,Carta Debito
189,Mutuo
189,Assicurazione Casa
190,Conto Corrente
190,Carta Debito
191,Conto Corrente
191,Carta Debito
192,Conto Corrente
192,Carta Debito
192,Carta Credito
192,Investimenti
193,Conto Corrente
193,Carta Debito
193,Investimenti
194,Conto Corrente
194,Carta Debito
195,Conto Corrente
195,Carta Debito
195,Carta Credito
196,Conto Corrente
196,Carta Debito
197,Conto Corrente
197,Carta Debito
198,Conto Corrente
198,Carta Debito
199,Conto Corrente
199,Carta Debito
199,Carta Credito
200,Conto Corrente
200,Carta Debito
201,Conto Corrente
201,Carta Debito
201,Carta Credito
202,Conto Corrente
202,Carta Debito
203,Conto Corrente
203,Carta Debito
204,Conto Corrente
204,Carta Debito
205,Conto Corrente
205,Carta Debito
205,Assicurazione Vita
206,Conto Corrente
206,Carta Debito
206,Mutuo
206,Assicurazione Casa
207,Conto Corrente
207,Carta Debito
207,Carta Credito
208,Conto Corrente
208,Carta Debito
208,Carta Credito
208,Investimenti
208,Assicurazione Vita
209,Conto Corrente
209,Carta Debito
209,Carta Credito
209,Investimenti
210,Conto Corrente
210,Carta Debito
210,Mutuo
210,Assicurazione Casa
211,Conto Corrente
211,Carta Debito
212,Conto Corrente
212,Carta Debito
212,Investimenti
213,Conto Corrente
213,Carta Debito
213,Carta Credito
213,Assicurazione Vita
214,Conto Corrente
214,Carta Debito
215,Conto Corrente
215,Carta Debito
216,Conto Corrente
216,Carta Debito
216,Assicurazione Vita
217,Conto Corrente
217,Carta Debito
217,Carta Credito
218,Conto Corrente
218,Carta Debito
219,Conto Corrente
219,Carta Debito
219,Carta Credito
219,Assicurazione Vita
220,Conto Corrente
220,Carta Debito
221,Conto Corrente
221,Carta Debito
221,Carta Credito
222,Conto Corrente
222,Carta Debito
222,Carta Credito
223,Conto Corrente
223,Carta Debito
223,Carta Credito
223,Mutuo
223,Assicurazione Vita
224,Conto Corrente
224,Carta Debito
224,Investimenti
225,Conto Corrente
225,Carta Debito
226,Conto Corrente
226,Carta Debito
226,Carta Credito
227,Conto Corrente
227,Carta Debito
227,Mutuo
228,Conto Corrente
228,Carta Debito
228,Investimenti
229,Conto Corrente
229,Carta Debito
230,Conto Corrente
230,Carta Debito
231,Conto Corrente
231,Carta Debito
232,Conto Corrente
232,Carta Debito
233,Conto Corrente
233,Carta Debito
234,Conto Corrente
234,Carta Debito
235,Conto Corrente
235,Carta Debito
236,Conto Corrente
236,Carta Debito
237,Conto Corrente
237,Carta Debito
238,Conto Corrente
238,Carta Debito
238,Carta Credito
239,Conto Corrente
239,Carta Debito
239,Mutuo
239,Assicurazione Casa
240,Conto Corrente
240,Carta Debito
240,Carta Credito
241,Conto Corrente
241,Carta Debito
241,Carta Credito
242,Conto Corrente
242,Carta Debito
242,Investimenti
243,Conto Corrente
243,Carta Debito
244,Conto Corrente
244,Carta Debito
244,Investimenti
244,Assicurazione Vita
245,Conto Corrente
245,Carta Debito
245,Investimenti
245,Assicurazione Vita
246,Conto Corrente
246,Carta Debito
247,Conto Corrente
247,Carta Debito
247,Carta Credito
248,Conto Corrente
248,Carta Debito
248,Carta Credito
248,Mutuo
248,Investimenti
249,Conto Corrente
249,Carta Debito
249,Carta Credito
250,Conto Corrente
250,Carta Debito
250,Carta Credito
251,Conto Corrente
251,Carta Debito
251,Investimenti
252,Conto Corrente
252,Carta Debito
253,Conto Corrente
253,Carta Debito
253,Investimenti
254,Conto Corrente
254,Carta Debito
254,Assicurazione Vita
255,Conto Corrente
255,Carta Debito
256,Conto Corrente
256,Carta Debito
256,Investimenti
257,Conto Corrente
257,Carta Debito
258,Conto Corrente
258,Carta Debito
259,Conto Corrente
259,Carta Debito
260,Conto Corrente
260,Carta Debito
261,Conto Corrente
261,Carta Debito
262,Conto Corrente
262,Carta Debito
262,Carta Credito
262,Investimenti
263,Conto Corrente
263,Carta Debito
263,Carta Credito
263,Investimenti
264,Conto Corrente
264,Carta Debito
265,Conto Corrente
265,Carta Debito
266,Conto Corrente
266,Carta Debito
266,Assicurazione Vita
267,Conto Corrente
267,Carta Debito
267,Investimenti
268,Conto Corrente
268,Carta Debito
269,Conto Corrente
269,Carta Debito
269,Investimenti
270,Conto Corrente
270,Carta Debito
270,Investimenti
271,Conto Corrente
271,Carta Debito
271,Carta Credito
271,Investimenti
272,Conto Corrente
272,Carta Debito
272,Investimenti
273,Conto Corrente
273,Carta Debito
273,Carta Credito
274,Conto Corrente
274,Carta Debito
274,Investimenti
275,Conto Corrente
275,Carta Debito
275,Investimenti
276,Conto Corrente
276,Carta Debito
277,Conto Corrente
277,Carta Debito
277,Investimenti
278,Conto Corrente
278,Carta Debito
278,Investimenti
279,Conto Corrente
279,Carta Debito
279,Investimenti
280,Conto Corrente
280,Carta Debito
281,Conto Corrente
281,Carta Debito
282,Conto Corrente
282,Carta Debito
282,Carta Credito
282,Investimenti
283,Conto Corrente
283,Carta Debito
284,Conto Corrente
284,Carta Debito
284,Carta Credito
285,Conto Corrente
285,Carta Debito
285,Assicurazione Vita
286,Conto Corrente
286,Carta Debito
287,Conto Corrente
287,Carta Debito
287,Carta Credito
288,Conto Corrente
288,Carta Debito
288,Carta Credito
288,Investimenti
289,Conto Corrente
289,Carta Debito
290,Conto Corrente
290,Carta Debito
291,Conto Corrente
291,Carta Debito
292,Conto Corrente
292,Carta Debito
293,Conto Corrente
293,Carta Debito
293,Assicurazione Vita
294,Conto Corrente
294,Carta Debito
295,Conto Corrente
295,Carta Debito
295,Carta Credito
296,Conto Corrente
296,Carta Debito
296,Carta Credito
297,Conto Corrente
297,Carta Debito
297,Investimenti
298,Conto Corrente
298,Carta Debito
298,Investimenti
299,Conto Corrente
299,Carta Debito
299,Carta Credito
299,Investimenti
300,Conto Corrente
300,Carta Debito
301,Conto Corrente
301,Carta Debito
301,Investimenti
302,Conto Corrente
302,Carta Debito
303,Conto Corrente
303,Carta Debito
303,Investimenti
304,Conto Corrente
304,Carta Debito
305,Conto Corrente
305,Carta Debito
305,Carta Credito
305,Mutuo
305,Assicurazione Casa
306,Conto Corrente
306,Carta Debito
306,Investimenti
307,Conto Corrente
307,Carta Debito
308,Conto Corrente
308,Carta Debito
308,Investimenti
309,Conto Corrente
309,Carta Debito
309,Investimenti
310,Conto Corrente
310,Carta Debito
311,Conto Corrente
311,Carta Debito
311,Assicurazione Vita
312,Conto Corrente
312,Carta Debito
313,Conto Corrente
313,Carta Debito
314,Conto Corrente
314,Carta Debito
314,Investimenti
315,Conto Corrente
315,Carta Debito
315,Carta Credito
316,Conto Corrente
316,Carta Debito
316,Carta Credito
317,Conto Corrente
317,Carta Debito
317,Investimenti
317,Assicurazione Vita
318,Conto Corrente
318,Carta Debito
319,Conto Corrente
319,Carta Debito
319,Carta Credito
320,Conto Corrente
320,Carta Debito
320,Carta Credito
320,Investimenti
321,Conto Corrente
321,Carta Debito
321,Carta Credito
322,Conto Corrente
322,Carta Debito
322,Investimenti
323,Conto Corrente
323,Carta Debito
324,Conto Corrente
324,Carta Debito
324,Carta Credito
325,Conto Corrente
325,Carta Debito
326,Conto Corrente
326,Carta Debito
326,Investimenti
327,Conto Corrente
327,Carta Debito
327,Carta Credito
328,Conto Corrente
328,Carta Debito
328,Investimenti
329,Conto Corrente
329,Carta Debito
329,Carta Credito
330,Conto Corrente
330,Carta Debito
330,Mutuo
330,Assicurazione Casa
331,Conto Corrente
331,Carta Debito
331,Carta Credito
331,Investimenti
331,Assicurazione Vita
332,Conto Corrente
332,Carta Debito
332,Investimenti
332,Assicurazione Vita
333,Conto Corrente
333,Carta Debito
333,Carta Credito
333,Investimenti
334,Conto Corrente
334,Carta Debito
334,Assicurazione Vita
335,Conto Corrente
335,Carta Debito
335,Assicurazione Vita
336,Conto Corrente
336,Carta Debito
337,Conto Corrente
337,Carta Debito
338,Conto Corrente
338,Carta Debito
339,Conto Corrente
339,Carta Debito
340,Conto Corrente
340,Carta Debito
341,Conto Corrente
341,Carta Debito
341,Assicurazione Vita
342,Conto Corrente
342,Carta Debito
343,Conto Corrente
343,Carta Debito
344,Conto Corrente
344,Carta Debito
344,Investimenti
345,Conto Corrente
345,Carta Debito
345,Carta Credito
346,Conto Corrente
346,Carta Debito
346,Carta Credito
347,Conto Corrente
347,Carta Debito
348,Conto Corrente
348,Carta Debito
348,Investimenti
349,Conto Corrente
349,Carta Debito
350,Conto Corrente
350,Carta Debito
350,Mutuo
350,Investimenti
350,Assicurazione Casa
351,Conto Corrente
351,Carta Debito
351,Carta Credito
351,Investimenti
352,Conto Corrente
352,Carta Debito
353,Conto Corrente
353,Carta Debito
353,Carta Credito
353,Investimenti
354,Conto Corrente
354,Carta Debito
354,Carta Credito
354,Investimenti
354,Assicurazione Vita
355,Conto Corrente
355,Carta Debito
356,Conto Corrente
356,Carta Debito
356,Carta Credito
357,Conto Corrente
357,Carta Debito
358,Conto Corrente
358,Carta Debito
359,Conto Corrente
359,Carta Debito
360,Conto Corrente
360,Carta Debito
360,Carta Credito
361,Conto Corrente
361,Carta Debito
362,Conto Corrente
362,Carta Debito
363,Conto Corrente
363,Carta Debito
364,Conto Corrente
364,Carta Debito
364,Investimenti
365,Conto Corrente
365,Carta Debito
365,Mutuo
365,Investimenti
365,Assicurazione Casa
366,Conto Corrente
366,Carta Debito
366,Assicurazione Vita
367,Conto Corrente
367,Carta Debito
368,Conto Corrente
368,Carta Debito
368,Carta Credito
369,Conto Corrente
369,Carta Debito
370,Conto Corrente
370,Carta Debito
371,Conto Corrente
371,Carta Debito
371,Investimenti
372,Conto Corrente
372,Carta Debito
372,Mutuo
373,Conto Corrente
373,Carta Debito
374,Conto Corrente
374,Carta Debito
375,Conto Corrente
375,Carta Debito
376,Conto Corrente
376,Carta Debito
376,Investimenti
377,Conto Corrente
377,Carta Debito
377,Carta Credito
378,Conto Corrente
378,Carta Debito
379,Conto Corrente
379,Carta Debito
379,Investimenti
380,Conto Corrente
380,Carta Debito
380,Carta Credito
380,Investimenti
381,Conto Corrente
381,Carta Debito
381,Investimenti
382,Conto Corrente
382,Carta Debito
383,Conto Corrente
383,Carta Debito
383,Carta Credito
383,Assicurazione Vita
384,Conto Corrente
384,Carta Debito
385,Conto Corrente
385,Carta Debito
386,Conto Corrente
386,Carta Debito
387,Conto Corrente
387,Carta Debito
388,Conto Corrente
388,Carta Debito
388,Carta Credito
389,Conto Corrente
389,Carta Debito
389,Mutuo
390,Conto Corrente
390,Carta Debito
390,Carta Credito
391,Conto Corrente
391,Carta Debito
392,Conto Corrente
392,Carta Debito
393,Conto Corrente
393,Carta Debito
394,Conto Corrente
394,Carta Debito
394,Carta Credito
394,Mutuo
395,Conto Corrente
395,Carta Debito
395,Carta Credito
396,Conto Corrente
396,Carta Debito
396,Carta Credito
397,Conto Corrente
397,Carta Debito
397,Investimenti
397,Assicurazione Vita
398,Conto Corrente
398,Carta Debito
398,Carta Credito
398,Investimenti
399,Conto Corrente
399,Carta Debito
400,Conto Corrente
400,Carta Debito
400,Mutuo
401,Conto Corrente
401,Carta Debito
401,Investimenti
402,Conto Corrente
402,Carta Debito
402,Carta Credito
403,Conto Corrente
403,Carta Debito
403,Carta Credito
404,Conto Corrente
404,Carta Debito
404,Carta Credito
405,Conto Corrente
405,Carta Debito
406,Conto Corrente
406,Carta Debito
406,Carta Credito
407,Conto Corrente
407,Carta Debito
407,Investimenti
408,Conto Corrente
408,Carta Debito
408,Carta Credito
409,Conto Corrente
409,Carta Debito
409,Carta Credito
409,Mutuo
410,Conto Corrente
410,Carta Debito
410,Carta Credito
411,Conto Corrente
411,Carta Debito
411,Carta Credito
412,Conto Corrente
412,Carta Debito
413,Conto Corrente
413,Carta Debito
414,Conto Corrente
414,Carta Debito
415,Conto Corrente
415,Carta Debito
416,Conto Corrente
416,Carta Debito
417,Conto Corrente
417,Carta Debito
418,Conto Corrente
418,Carta Debito
418,Carta Credito
419,Conto Corrente
419,Carta Debito
419,Carta Credito
420,Conto Corrente
420,Carta Debito
421,Conto Corrente
421,Carta Debito
421,Investimenti
422,Conto Corrente
422,Carta Debito
422,Carta Credito
422,Mutuo
422,Assicurazione Vita
422,Assicurazione Casa
423,Conto Corrente
423,Carta Debito
423,Investimenti
424,Conto Corrente
424,Carta Debito
424,Carta Credito
425,Conto Corrente
425,Carta Debito
425,Investimenti
426,Conto Corrente
426,Carta Debito
426,Mutuo
426,Assicurazione Casa
427,Conto Corrente
427,Carta Debito
428,Conto Corrente
428,Carta Debito
428,Investimenti
429,Conto Corrente
429,Carta Debito
429,Carta Credito
430,Conto Corrente
430,Carta Debito
431,Conto Corrente
431,Carta Debito
432,Conto Corrente
432,Carta Debito
432,Carta Credito
433,Conto Corrente
433,Carta Debito
434,Conto Corrente
434,Carta Debito
435,Conto Corrente
435,Carta Debito
436,Conto Corrente
436,Carta Debito
436,Investimenti
437,Conto Corrente
437,Carta Debito
438,Conto Corrente
438,Carta Debito
439,Conto Corrente
439,Carta Debito
439,Carta Credito
439,Investimenti
440,Conto Corrente
440,Carta Debito
440,Carta Credito
441,Conto Corrente
441,Carta Debito
441,Carta Credito
441,Investimenti
442,Conto Corrente
442,Carta Debito
442,Carta Credito
442,Mutuo
442,Assicurazione Casa
443,Conto Corrente
443,Carta Debito
443,Carta Credito
443,Investimenti
444,Conto Corrente
444,Carta Debito
445,Conto Corrente
445,Carta Debito
446,Conto Corrente
446,Carta Debito
446,Carta Credito
447,Conto Corrente
447,Carta Debito
448,Conto Corrente
448,Carta Debito
448,Investimenti
449,Conto Corrente
449,Carta Debito
450,Conto Corrente
450,Carta Debito
450,Carta Credito
451,Conto Corrente
451,Carta Debito
451,Carta Credito
451,Mutuo
451,Assicurazione Vita
451,Assicurazione Casa
452,Conto Corrente
452,Carta Debito
452,Investimenti
453,Conto Corrente
453,Carta Debito
453,Investimenti
454,Conto Corrente
454,Carta Debito
455,Conto Corrente
455,Carta Debito
456,Conto Corrente
456,Carta Debito
457,Conto Corrente
457,Carta Debito
457,Carta Credito
458,Conto Corrente
458,Carta Debito
458,Carta Credito
459,Conto Corrente
459,Carta Debito
459,Investimenti
459,Assicurazione Vita
460,Conto Corrente
460,Carta Debito
461,Conto Corrente
461,Carta Debito
462,Conto Corrente
462,Carta Debito
462,Investimenti
463,Conto Corrente
463,Carta Debito
463,Mutuo
463,Investimenti
463,Assicurazione Casa
464,Conto Corrente
464,Carta Debito
464,Investimenti
465,Conto Corrente
465,Carta Debito
466,Conto Corrente
466,Carta Debito
466,Investimenti
467,Conto Corrente
467,Carta Debito
467,Investimenti
467,Assicurazione Vita
468,Conto Corrente
468,Carta Debito
469,Conto Corrente
469,Carta Debito
469,Carta Credito
470,Conto Corrente
470,Carta Debito
471,Conto Corrente
471,Carta Debito
472,Conto Corrente
472,Carta Debito
473,Conto Corrente
473,Carta Debito
473,Investimenti
474,Conto Corrente
474,Carta Debito
474,Assicurazione Vita
475,Conto Corrente
475,Carta Debito
475,Carta Credito
476,Conto Corrente
476,Carta Debito
477,Conto Corrente
477,Carta Debito
478,Conto Corrente
478,Carta Debito
478,Carta Credito
479,Conto Corrente
479,Carta Debito
479,Carta Credito
480,Conto Corrente
480,Carta Debito
480,Investimenti
481,Conto Corrente
481,Carta Debito
481,Carta Credito
481,Investimenti
481,Assicurazione Vita
482,Conto Corrente
482,Carta Debito
482,Carta Credito
483,Conto Corrente
483,Carta Debito
483,Carta Credito
483,Assicurazione Vita
484,Conto Corrente
484,Carta Debito
484,Carta Credito
484,Investimenti
485,Conto Corrente
485,Carta Debito
485,Carta Credito
485,Investimenti
486,Conto Corrente
486,Carta Debito
486,Carta Credito
487,Conto Corrente
487,Carta Debito
487,Investimenti
487,Assicurazione Vita
488,Conto Corrente
488,Carta Debito
488,Assicurazione Vita
489,Conto Corrente
489,Carta Debito
490,Conto Corrente
490,Carta Debito
491,Conto Corrente
491,Carta Debito
491,Carta Credito
492,Conto Corrente
492,Carta Debito
492,Investimenti
493,Conto Corrente
493,Carta Debito
493,Mutuo
493,Investimenti
494,Conto Corrente
494,Carta Debito
494,Carta Credito
495,Conto Corrente
495,Carta Debito
495,Carta Credito
495,Investimenti
496,Conto Corrente
496,Carta Debito
496,Investimenti
497,Conto Corrente
497,Carta Debito
497,Carta Credito
498,Conto Corrente
498,Carta Debito
498,Carta Credito
499,Conto Corrente
499,Carta Debito
499,Mutuo
499,Assicurazione Casa
500,Conto Corrente
500,Carta Debito
501,Conto Corrente
501,Carta Debito
501,Assicurazione Vita
502,Conto Corrente
502,Carta Debito
503,Conto Corrente
503,Carta Debito
503,Investimenti
504,Conto Corrente
504,Carta Debito
505,Conto Corrente
505,Carta Debito
506,Conto Corrente
506,Carta Debito
507,Conto Corrente
507,Carta Debito
508,Conto Corrente
508,Carta Debito
508,Investimenti
509,Conto Corrente
509,Carta Debito
510,Conto Corrente
510,Carta Debito
510,Carta Credito
511,Conto Corrente
511,Carta Debito
512,Conto Corrente
512,Carta Debito
513,Conto Corrente
513,Carta Debito
514,Conto Corrente
514,Carta Debito
515,Conto Corrente
515,Carta Debito
515,Assicurazione Vita
516,Conto Corrente
516,Carta Debito
516,Carta Credito
517,Conto Corrente
517,Carta Debito
517,Mutuo
517,Assicurazione Vita
518,Conto Corrente
518,Carta Debito
518,Carta Credito
519,Conto Corrente
519,Carta Debito
520,Conto Corrente
520,Carta Debito
520,Mutuo
520,Investimenti
520,Assicurazione Vita
521,Conto Corrente
521,Carta Debito
522,Conto Corrente
522,Carta Debito
523,Conto Corrente
523,Carta Debito
523,Carta Credito
524,Conto Corrente
524,Carta Debito
524,Carta Credito
524,Investimenti
525,Conto Corrente
525,Carta Debito
525,Assicurazione Vita
526,Conto Corrente
526,Carta Debito
526,Investimenti
527,Conto Corrente
527,Carta Debito
527,Carta Credito
527,Investimenti
528,Conto Corrente
528,Carta Debito
528,Carta Credito
529,Conto Corrente
529,Carta Debito
529,Carta Credito
530,Conto Corrente
530,Carta Debito
531,Conto Corrente
531,Carta Debito
531,Carta Credito
532,Conto Corrente
532,Carta Debito
532,Carta Credito
532,Investimenti
533,Conto Corrente
533,Carta Debito
534,Conto Corrente
534,Carta Debito
